scenario,ip_cov_target,ip_cov_realized,eps_jump,likelihood,method,cover_f1,shd,feas
slb_ecs_rds,0.9,0.9375,0.05,baseline,inductive_miner_imf,0.23999999999999996,19,1.0
slb_ecs_rds,0.9,0.9375,0.05,baseline,heuristics_miner,0.5714285714285714,12,0.0
slb_ecs_redis,0.9,0.9333333333333333,0.005,baseline,majority,0.380952380952381,13,0.0
slb_ecs_redis,0.9,0.9333333333333333,0.005,baseline,inductive_miner_imf,0.33333333333333326,12,1.0
slb_ecs_redis,0.9,0.9333333333333333,0.005,baseline,heuristics_miner,0.4000000000000001,12,0.0
slb_ecs_redis,0.9,0.9333333333333333,0.01,baseline,majority,0.380952380952381,13,0.0
slb_ecs_redis,0.9,0.9333333333333333,0.01,baseline,inductive_miner_imf,0.33333333333333326,12,1.0
slb_ecs_redis,0.9,0.9333333333333333,0.01,baseline,heuristics_miner,0.4000000000000001,12,0.0
slb_ecs_redis,0.9,0.9333333333333333,0.02,baseline,majority,0.380952380952381,13,0.0
slb_ecs_redis,0.9,0.9333333333333333,0.02,baseline,inductive_miner_imf,0.33333333333333326,12,1.0
slb_ecs_redis,0.9,0.9333333333333333,0.02,baseline,heuristics_miner,0.4000000000000001,12,0.0
slb_ecs_redis,0.9,0.9333333333333333,0.05,baseline,majority,0.380952380952381,13,0.0
slb_ecs_redis,0.9,0.9333333333333333,0.05,baseline,inductive_miner_imf,0.33333333333333326,12,1.0
slb_ecs_redis,0.9,0.9333333333333333,0.05,baseline,heuristics_miner,0.4000000000000001,12,0.0
dual_zone_ecs_slb,1.0,1.0,0.005,baseline,majority,0.42857142857142855,8,0.33333333333333337
dual_zone_ecs_slb,1.0,1.0,0.005,baseline,inductive_miner_imf,0.5882352941176471,7,1.0
dual_zone_ecs_slb,1.0,1.0,0.005,baseline,heuristics_miner,0.6666666666666666,5,0.6666666666666667
dual_zone_ecs_slb,1.0,1.0,0.01,baseline,majority,0.42857142857142855,8,0.33333333333333337
dual_zone_ecs_slb,1.0,1.0,0.01,baseline,inductive_miner_imf,0.5882352941176471,7,1.0
dual_zone_ecs_slb,1.0,1.0,0.01,baseline,heuristics_miner,0.6666666666666666,5,0.6666666666666667
dual_zone_ecs_slb,1.0,1.0,0.02,baseline,majority,0.42857142857142855,8,0.33333333333333337
dual_zone_ecs_slb,1.0,1.0,0.02,baseline,inductive_miner_imf,0.5882352941176471,7,1.0
dual_zone_ecs_slb,1.0,1.0,0.02,baseline,heuristics_miner,0.6666666666666666,5,0.6666666666666667
dual_zone_ecs_slb,1.0,1.0,0.05,baseline,majority,0.42857142857142855,8,0.33333333333333337
dual_zone_ecs_slb,1.0,1.0,0.05,baseline,inductive_miner_imf,0.5882352941176471,7,1.0
dual_zone_ecs_slb,1.0,1.0,0.05,baseline,heuristics_miner,0.6666666666666666,5,0.6666666666666667
dual_zone_ecs_slb_rds,1.0,1.0,0.005,baseline,majority,0.1818181818181818,18,0.0
dual_zone_ecs_slb_rds,1.0,1.0,0.005,baseline,inductive_miner_imf,0.5454545454545454,10,1.0
dual_zone_ecs_slb_rds,1.0,1.0,0.005,baseline,heuristics_miner,0.5454545454545454,10,0.0
dual_zone_ecs_slb_rds,1.0,1.0,0.01,baseline,majority,0.1818181818181818,18,0.0
dual_zone_ecs_slb_rds,1.0,1.0,0.01,baseline,inductive_miner_imf,0.5454545454545454,10,1.0
dual_zone_ecs_slb_rds,1.0,1.0,0.01,baseline,heuristics_miner,0.5454545454545454,10,0.0
dual_zone_ecs_slb_rds,1.0,1.0,0.02,baseline,majority,0.1818181818181818,18,0.0
dual_zone_ecs_slb_rds,1.0,1.0,0.02,baseline,inductive_miner_imf,0.5454545454545454,10,1.0
dual_zone_ecs_slb_rds,1.0,1.0,0.02,baseline,heuristics_miner,0.5454545454545454,10,0.0
dual_zone_ecs_slb_rds,1.0,1.0,0.05,baseline,majority,0.1818181818181818,18,0.0
dual_zone_ecs_slb_rds,1.0,1.0,0.05,baseline,inductive_miner_imf,0.5454545454545454,10,1.0
dual_zone_ecs_slb_rds,1.0,1.0,0.05,baseline,heuristics_miner,0.5454545454545454,10,0.0
eip_slb_ecs,1.0,1.0,0.005,baseline,majority,0.22222222222222224,14,0.0
eip_slb_ecs,1.0,1.0,0.005,baseline,inductive_miner_imf,0.3529411764705882,11,1.0
eip_slb_ecs,1.0,1.0,0.005,baseline,heuristics_miner,0.5263157894736842,9,0.0
eip_slb_ecs,1.0,1.0,0.01,baseline,majority,0.22222222222222224,14,0.0
eip_slb_ecs,1.0,1.0,0.01,baseline,inductive_miner_imf,0.3529411764705882,11,1.0
eip_slb_ecs,1.0,1.0,0.01,baseline,heuristics_miner,0.5263157894736842,9,0.0
eip_slb_ecs,1.0,1.0,0.02,baseline,majority,0.22222222222222224,14,0.0
eip_slb_ecs,1.0,1.0,0.02,baseline,inductive_miner_imf,0.3529411764705882,11,1.0
eip_slb_ecs,1.0,1.0,0.02,baseline,heuristics_miner,0.5263157894736842,9,0.0
eip_slb_ecs,1.0,1.0,0.05,baseline,majority,0.22222222222222224,14,0.0
eip_slb_ecs,1.0,1.0,0.05,baseline,inductive_miner_imf,0.3529411764705882,11,1.0
eip_slb_ecs,1.0,1.0,0.05,baseline,heuristics_miner,0.5263157894736842,9,0.0
simple_ecs,1.0,1.0,0.005,baseline,majority,1.0,0,1.0
simple_ecs,1.0,1.0,0.005,baseline,inductive_miner_imf,0.7272727272727272,3,1.0
simple_ecs,1.0,1.0,0.005,baseline,heuristics_miner,0.6666666666666665,3,0.5
simple_ecs,1.0,1.0,0.01,baseline,majority,1.0,0,1.0
simple_ecs,1.0,1.0,0.01,baseline,inductive_miner_imf,0.7272727272727272,3,1.0
simple_ecs,1.0,1.0,0.01,baseline,heuristics_miner,0.6666666666666665,3,0.5
simple_ecs,1.0,1.0,0.02,baseline,majority,1.0,0,1.0
simple_ecs,1.0,1.0,0.02,baseline,inductive_miner_imf,0.7272727272727272,3,1.0
simple_ecs,1.0,1.0,0.02,baseline,heuristics_miner,0.6666666666666665,3,0.5
simple_ecs,1.0,1.0,0.05,baseline,majority,1.0,0,1.0
simple_ecs,1.0,1.0,0.05,baseline,inductive_miner_imf,0.7272727272727272,3,1.0
simple_ecs,1.0,1.0,0.05,baseline,heuristics_miner,0.6666666666666665,3,0.5
slb_ecs_rds,1.0,1.0,0.005,baseline,majority,0.3703703703703704,17,0.0
slb_ecs_rds,1.0,1.0,0.005,baseline,inductive_miner_imf,0.23999999999999996,19,1.0
slb_ecs_rds,1.0,1.0,0.005,baseline,heuristics_miner,0.6923076923076924,8,0.0
slb_ecs_rds,1.0,1.0,0.01,baseline,majority,0.3703703703703704,17,0.0
slb_ecs_rds,1.0,1.0,0.01,baseline,inductive_miner_imf,0.23999999999999996,19,1.0
slb_ecs_rds,1.0,1.0,0.01,baseline,heuristics_miner,0.6923076923076924,8,0.0
slb_ecs_rds,1.0,1.0,0.02,baseline,majority,0.3703703703703704,17,0.0
slb_ecs_rds,1.0,1.0,0.02,baseline,inductive_miner_imf,0.23999999999999996,19,1.0
slb_ecs_rds,1.0,1.0,0.02,baseline,heuristics_miner,0.6923076923076924,8,0.0
slb_ecs_rds,1.0,1.0,0.05,baseline,majority,0.3703703703703704,17,0.0
slb_ecs_rds,1.0,1.0,0.05,baseline,inductive_miner_imf,0.23999999999999996,19,1.0
slb_ecs_rds,1.0,1.0,0.05,baseline,heuristics_miner,0.6923076923076924,8,0.0
slb_ecs_redis,1.0,1.0,0.005,baseline,majority,0.4210526315789474,11,0.0
slb_ecs_redis,1.0,1.0,0.005,baseline,inductive_miner_imf,0.33333333333333326,12,1.0
slb_ecs_redis,1.0,1.0,0.005,baseline,heuristics_miner,0.5,10,0.0
slb_ecs_redis,1.0,1.0,0.01,baseline,majority,0.4210526315789474,11,0.0
slb_ecs_redis,1.0,1.0,0.01,baseline,inductive_miner_imf,0.33333333333333326,12,1.0
slb_ecs_redis,1.0,1.0,0.01,baseline,heuristics_miner,0.5,10,0.0
slb_ecs_redis,1.0,1.0,0.02,baseline,majority,0.4210526315789474,11,0.0
slb_ecs_redis,1.0,1.0,0.02,baseline,inductive_miner_imf,0.33333333333333326,12,1.0
slb_ecs_redis,1.0,1.0,0.02,baseline,heuristics_miner,0.5,10,0.0
slb_ecs_redis,1.0,1.0,0.05,baseline,majority,0.4210526315789474,11,0.0
slb_ecs_redis,1.0,1.0,0.05,baseline,inductive_miner_imf,0.33333333333333326,12,1.0
slb_ecs_redis,1.0,1.0,0.05,baseline,heuristics_miner,0.5,10,0.0
dual_zone_ecs_slb,0.6,0.8,0.005,log_successors_queue_jump,bhpop_single_po,0.47058823529411764,9,1.0
dual_zone_ecs_slb,0.6,0.8,0.05,log_successors_queue_jump,bhpop_single_po,0.47058823529411764,9,1.0
dual_zone_ecs_slb,0.6,0.8,0.02,log_successors_queue_jump,bhpop_single_po,0.5882352941176471,7,1.0
dual_zone_ecs_slb,0.6,0.8,0.01,log_successors_queue_jump,bhpop_single_po,0.5882352941176471,7,1.0
dual_zone_ecs_slb_rds,0.6,0.6666666666666666,0.05,log_successors_queue_jump,bhpop_single_po,0.5,14,1.0
dual_zone_ecs_slb_rds,0.6,0.6666666666666666,0.01,log_successors_queue_jump,bhpop_single_po,0.5333333333333333,14,1.0
dual_zone_ecs_slb_rds,0.6,0.6666666666666666,0.005,log_successors_queue_jump,bhpop_single_po,0.5517241379310345,13,1.0
dual_zone_ecs_slb_rds,0.6,0.6666666666666666,0.02,log_successors_queue_jump,bhpop_single_po,0.5517241379310345,13,1.0
eip_slb_ecs,0.6,0.875,0.005,log_successors_queue_jump,bhpop_single_po,0.0,11,1.0
eip_slb_ecs,0.6,0.875,0.01,log_successors_queue_jump,bhpop_single_po,0.0,14,1.0
eip_slb_ecs,0.6,0.875,0.02,log_successors_queue_jump,bhpop_single_po,0.0,15,1.0
eip_slb_ecs,0.6,0.875,0.05,log_successors_queue_jump,bhpop_single_po,0.2105263157894737,15,1.0
simple_ecs,0.6,1.0,0.005,log_successors_queue_jump,bhpop_single_po,0.7272727272727272,3,1.0
simple_ecs,0.6,1.0,0.01,log_successors_queue_jump,bhpop_single_po,0.7272727272727272,3,1.0
simple_ecs,0.6,1.0,0.02,log_successors_queue_jump,bhpop_single_po,0.7272727272727272,3,1.0
simple_ecs,0.6,1.0,0.05,log_successors_queue_jump,bhpop_single_po,0.7272727272727272,3,1.0
slb_ecs_redis,0.6,0.7333333333333333,0.005,log_successors_queue_jump,bhpop_single_po,0.11111111111111112,16,1.0
slb_ecs_redis,0.6,0.7333333333333333,0.01,log_successors_queue_jump,bhpop_single_po,0.11111111111111112,16,1.0
slb_ecs_redis,0.6,0.7333333333333333,0.02,log_successors_queue_jump,bhpop_single_po,0.11111111111111112,16,1.0
slb_ecs_rds,0.6,0.84375,0.05,log_successors_queue_jump,bhpop_single_po,0.07142857142857142,26,1.0
slb_ecs_rds,0.6,0.84375,0.01,log_successors_queue_jump,bhpop_single_po,0.0,27,1.0
slb_ecs_rds,0.6,0.84375,0.005,log_successors_queue_jump,bhpop_single_po,0.0,26,1.0
slb_ecs_rds,0.6,0.84375,0.02,log_successors_queue_jump,bhpop_single_po,0.0,27,1.0
slb_ecs_redis,0.6,0.7333333333333333,0.05,log_successors_queue_jump,bhpop_single_po,0.10526315789473685,17,1.0
dual_zone_ecs_slb,0.7,0.8,0.005,log_successors_queue_jump,bhpop_single_po,0.47058823529411764,9,1.0
dual_zone_ecs_slb,0.7,0.8,0.01,log_successors_queue_jump,bhpop_single_po,0.47058823529411764,9,1.0
dual_zone_ecs_slb,0.7,0.8,0.02,log_successors_queue_jump,bhpop_single_po,0.5882352941176471,7,1.0
dual_zone_ecs_slb,0.7,0.8,0.05,log_successors_queue_jump,bhpop_single_po,0.5882352941176471,7,1.0
dual_zone_ecs_slb_rds,0.7,0.8333333333333334,0.005,log_successors_queue_jump,bhpop_single_po,0.64,9,1.0
dual_zone_ecs_slb_rds,0.7,0.8333333333333334,0.01,log_successors_queue_jump,bhpop_single_po,0.5384615384615384,12,1.0
dual_zone_ecs_slb_rds,0.7,0.8333333333333334,0.02,log_successors_queue_jump,bhpop_single_po,0.4615384615384615,14,1.0
dual_zone_ecs_slb_rds,0.7,0.8333333333333334,0.05,log_successors_queue_jump,bhpop_single_po,0.6923076923076924,8,1.0
eip_slb_ecs,0.7,0.875,0.005,log_successors_queue_jump,bhpop_single_po,0.0,12,1.0
eip_slb_ecs,0.7,0.875,0.01,log_successors_queue_jump,bhpop_single_po,0.0,12,1.0
eip_slb_ecs,0.7,0.875,0.02,log_successors_queue_jump,bhpop_single_po,0.0,15,1.0
eip_slb_ecs,0.7,0.875,0.05,log_successors_queue_jump,bhpop_single_po,0.20000000000000004,16,1.0
simple_ecs,0.7,1.0,0.005,log_successors_queue_jump,bhpop_single_po,0.7272727272727272,3,1.0
simple_ecs,0.7,1.0,0.01,log_successors_queue_jump,bhpop_single_po,0.7272727272727272,3,1.0
simple_ecs,0.7,1.0,0.02,log_successors_queue_jump,bhpop_single_po,0.7272727272727272,3,1.0
simple_ecs,0.7,1.0,0.05,log_successors_queue_jump,bhpop_single_po,0.7272727272727272,3,1.0
slb_ecs_redis,0.7,0.7333333333333333,0.005,log_successors_queue_jump,bhpop_single_po,0.11111111111111112,16,1.0
slb_ecs_redis,0.7,0.7333333333333333,0.01,log_successors_queue_jump,bhpop_single_po,0.11111111111111112,16,1.0
slb_ecs_redis,0.7,0.7333333333333333,0.02,log_successors_queue_jump,bhpop_single_po,0.11111111111111112,16,1.0
slb_ecs_redis,0.7,0.7333333333333333,0.05,log_successors_queue_jump,bhpop_single_po,0.20000000000000004,16,1.0
slb_ecs_rds,0.7,0.84375,0.005,log_successors_queue_jump,bhpop_single_po,0.07407407407407408,25,1.0
slb_ecs_rds,0.7,0.84375,0.01,log_successors_queue_jump,bhpop_single_po,0.0,28,1.0
slb_ecs_rds,0.7,0.84375,0.02,log_successors_queue_jump,bhpop_single_po,0.07407407407407408,25,1.0
slb_ecs_rds,0.7,0.84375,0.05,log_successors_queue_jump,bhpop_single_po,0.14814814814814817,23,1.0
dual_zone_ecs_slb,0.8,0.8,0.005,log_successors_queue_jump,bhpop_single_po,0.5882352941176471,7,1.0
dual_zone_ecs_slb,0.8,0.8,0.01,log_successors_queue_jump,bhpop_single_po,0.5882352941176471,7,1.0
dual_zone_ecs_slb,0.8,0.8,0.02,log_successors_queue_jump,bhpop_single_po,0.5882352941176471,7,1.0
dual_zone_ecs_slb,0.8,0.8,0.05,log_successors_queue_jump,bhpop_single_po,0.5882352941176471,7,1.0
dual_zone_ecs_slb_rds,0.8,0.8333333333333334,0.005,log_successors_queue_jump,bhpop_single_po,0.64,9,1.0
dual_zone_ecs_slb_rds,0.8,0.8333333333333334,0.01,log_successors_queue_jump,bhpop_single_po,0.5384615384615384,12,1.0
dual_zone_ecs_slb_rds,0.8,0.8333333333333334,0.02,log_successors_queue_jump,bhpop_single_po,0.7199999999999999,7,1.0
dual_zone_ecs_slb_rds,0.8,0.8333333333333334,0.05,log_successors_queue_jump,bhpop_single_po,0.6923076923076924,8,1.0
eip_slb_ecs,0.8,0.875,0.005,log_successors_queue_jump,bhpop_single_po,0.0,11,1.0
eip_slb_ecs,0.8,0.875,0.01,log_successors_queue_jump,bhpop_single_po,0.0,14,1.0
eip_slb_ecs,0.8,0.875,0.05,log_successors_queue_jump,bhpop_single_po,0.2105263157894737,15,1.0
eip_slb_ecs,0.8,0.875,0.02,log_successors_queue_jump,bhpop_single_po,0.0,14,1.0
simple_ecs,0.8,1.0,0.005,log_successors_queue_jump,bhpop_single_po,0.7272727272727272,3,1.0
simple_ecs,0.8,1.0,0.01,log_successors_queue_jump,bhpop_single_po,0.7272727272727272,3,1.0
simple_ecs,0.8,1.0,0.02,log_successors_queue_jump,bhpop_single_po,0.7272727272727272,3,1.0
simple_ecs,0.8,1.0,0.05,log_successors_queue_jump,bhpop_single_po,0.7272727272727272,3,1.0
slb_ecs_redis,0.8,0.8666666666666667,0.005,log_successors_queue_jump,bhpop_single_po,0.3636363636363636,14,1.0
slb_ecs_redis,0.8,0.8666666666666667,0.01,log_successors_queue_jump,bhpop_single_po,0.3636363636363636,14,1.0
slb_ecs_redis,0.8,0.8666666666666667,0.02,log_successors_queue_jump,bhpop_single_po,0.45454545454545453,12,1.0
slb_ecs_redis,0.8,0.8666666666666667,0.05,log_successors_queue_jump,bhpop_single_po,0.45454545454545453,12,1.0
slb_ecs_rds,0.8,0.84375,0.05,log_successors_queue_jump,bhpop_single_po,0.14814814814814817,23,1.0
slb_ecs_rds,0.8,0.84375,0.01,log_successors_queue_jump,bhpop_single_po,0.0,26,1.0
slb_ecs_rds,0.8,0.84375,0.005,log_successors_queue_jump,bhpop_single_po,0.0,26,1.0
slb_ecs_rds,0.8,0.84375,0.02,log_successors_queue_jump,bhpop_single_po,0.07407407407407408,25,1.0
dual_zone_ecs_slb,0.9,1.0,0.005,log_successors_queue_jump,bhpop_single_po,1.0,0,1.0
dual_zone_ecs_slb,0.9,1.0,0.01,log_successors_queue_jump,bhpop_single_po,1.0,0,1.0
dual_zone_ecs_slb,0.9,1.0,0.02,log_successors_queue_jump,bhpop_single_po,1.0,0,1.0
dual_zone_ecs_slb,0.9,1.0,0.05,log_successors_queue_jump,bhpop_single_po,1.0,0,1.0
dual_zone_ecs_slb_rds,0.9,0.9444444444444444,0.01,log_successors_queue_jump,bhpop_single_po,0.8461538461538461,4,1.0
dual_zone_ecs_slb_rds,0.9,0.9444444444444444,0.02,log_successors_queue_jump,bhpop_single_po,0.8461538461538461,4,1.0
dual_zone_ecs_slb_rds,0.9,0.9444444444444444,0.005,log_successors_queue_jump,bhpop_single_po,0.8461538461538461,4,1.0
dual_zone_ecs_slb_rds,0.9,0.9444444444444444,0.05,log_successors_queue_jump,bhpop_single_po,0.7857142857142857,6,0.8333333333333334
eip_slb_ecs,0.9,1.0,0.005,log_successors_queue_jump,bhpop_single_po,1.0,0,1.0
eip_slb_ecs,0.9,1.0,0.01,log_successors_queue_jump,bhpop_single_po,1.0,0,1.0
eip_slb_ecs,0.9,1.0,0.02,log_successors_queue_jump,bhpop_single_po,0.7272727272727272,6,1.0
eip_slb_ecs,0.9,1.0,0.05,log_successors_queue_jump,bhpop_single_po,1.0,0,1.0
simple_ecs,0.9,1.0,0.005,log_successors_queue_jump,bhpop_single_po,0.7272727272727272,3,1.0
simple_ecs,0.9,1.0,0.01,log_successors_queue_jump,bhpop_single_po,0.7272727272727272,3,1.0
simple_ecs,0.9,1.0,0.05,log_successors_queue_jump,bhpop_single_po,0.7272727272727272,3,1.0
simple_ecs,0.9,1.0,0.02,log_successors_queue_jump,bhpop_single_po,0.7272727272727272,3,1.0
slb_ecs_rds,0.9,0.9375,0.005,log_successors_queue_jump,bhpop_single_po,0.8148148148148148,5,1.0
slb_ecs_rds,0.9,0.9375,0.01,log_successors_queue_jump,bhpop_single_po,0.8148148148148148,5,1.0
slb_ecs_redis,0.9,0.9333333333333333,0.005,log_successors_queue_jump,bhpop_single_po,0.8571428571428572,3,1.0
slb_ecs_redis,0.9,0.9333333333333333,0.01,log_successors_queue_jump,bhpop_single_po,0.8571428571428572,3,1.0
slb_ecs_redis,0.9,0.9333333333333333,0.02,log_successors_queue_jump,bhpop_single_po,0.9523809523809523,1,1.0
slb_ecs_redis,0.9,0.9333333333333333,0.05,log_successors_queue_jump,bhpop_single_po,0.9523809523809523,1,1.0
slb_ecs_rds,0.9,0.9375,0.02,log_successors_queue_jump,bhpop_single_po,0.8148148148148148,5,1.0
slb_ecs_rds,0.9,0.9375,0.05,log_successors_queue_jump,bhpop_single_po,0.896551724137931,3,1.0
dual_zone_ecs_slb,1.0,1.0,0.005,log_successors_queue_jump,bhpop_single_po,1.0,0,1.0
dual_zone_ecs_slb,1.0,1.0,0.01,log_successors_queue_jump,bhpop_single_po,1.0,0,1.0
dual_zone_ecs_slb,1.0,1.0,0.02,log_successors_queue_jump,bhpop_single_po,1.0,0,1.0
dual_zone_ecs_slb,1.0,1.0,0.05,log_successors_queue_jump,bhpop_single_po,1.0,0,1.0
dual_zone_ecs_slb_rds,1.0,1.0,0.005,log_successors_queue_jump,bhpop_single_po,0.8799999999999999,3,1.0
dual_zone_ecs_slb_rds,1.0,1.0,0.01,log_successors_queue_jump,bhpop_single_po,0.8,5,0.8571428571428572
dual_zone_ecs_slb_rds,1.0,1.0,0.02,log_successors_queue_jump,bhpop_single_po,0.7692307692307692,6,0.8571428571428572
dual_zone_ecs_slb_rds,1.0,1.0,0.05,log_successors_queue_jump,bhpop_single_po,0.8148148148148148,5,0.8571428571428572
eip_slb_ecs,1.0,1.0,0.005,log_successors_queue_jump,bhpop_single_po,1.0,0,1.0
eip_slb_ecs,1.0,1.0,0.02,log_successors_queue_jump,bhpop_single_po,1.0,0,1.0
eip_slb_ecs,1.0,1.0,0.01,log_successors_queue_jump,bhpop_single_po,0.5714285714285713,9,1.0
eip_slb_ecs,1.0,1.0,0.05,log_successors_queue_jump,bhpop_single_po,0.9,2,1.0
simple_ecs,1.0,1.0,0.005,log_successors_queue_jump,bhpop_single_po,0.7272727272727272,3,1.0
simple_ecs,1.0,1.0,0.01,log_successors_queue_jump,bhpop_single_po,0.7272727272727272,3,1.0
simple_ecs,1.0,1.0,0.02,log_successors_queue_jump,bhpop_single_po,0.7272727272727272,3,1.0
simple_ecs,1.0,1.0,0.05,log_successors_queue_jump,bhpop_single_po,0.7272727272727272,3,1.0
slb_ecs_redis,1.0,1.0,0.005,log_successors_queue_jump,bhpop_single_po,0.8421052631578948,3,1.0
slb_ecs_redis,1.0,1.0,0.02,log_successors_queue_jump,bhpop_single_po,0.9,2,1.0
slb_ecs_redis,1.0,1.0,0.01,log_successors_queue_jump,bhpop_single_po,0.8421052631578948,3,1.0
slb_ecs_rds,1.0,1.0,0.005,log_successors_queue_jump,bhpop_single_po,0.8148148148148148,5,1.0
slb_ecs_redis,1.0,1.0,0.05,log_successors_queue_jump,bhpop_single_po,0.9,2,1.0
slb_ecs_rds,1.0,1.0,0.01,log_successors_queue_jump,bhpop_single_po,0.888888888888889,3,1.0
slb_ecs_rds,1.0,1.0,0.02,log_successors_queue_jump,bhpop_single_po,0.8148148148148148,5,1.0
slb_ecs_rds,1.0,1.0,0.05,log_successors_queue_jump,bhpop_single_po,0.923076923076923,2,1.0
